sample_id,collection_date,farmer_id,batch_number,lab_technician,weather_condition,truck_number,collection_shift,pH,pH_duplicate,turbidity_ntu,turbidity_log,temperature_c,ammonia_content,color_score,vfa,drc,grade
LAT_00165,9/20/2024,F009,BATCH_3318,TECH_07,Cloudy,WP_2982,Morning,5.789,5.7888,113.89,4.7352,32.55,0.163,5,0.074,57.03,B
LAT_00166,9/6/2025,F010,BATCH_4521,TECH_06,Rainy,WP_7443,Morning,6.706,6.7069,46.24,3.8338,30.09,0.233,2,0.029,60.03,A
LAT_00167,9/11/2024,F015,BATCH_1674,TECH_02,Sunny,WP_3230,Morning,6.598,6.5954,58.02,4.0608,29.87,0.242,2,0.033,59.14,A
LAT_00168,3/9/2025,F011,BATCH_2596,TECH_05,Rainy,WP_6782,Morning,6.74,6.7405,47.66,3.8641,30.37,0.236,2,0.028,59.28,A
LAT_00169,3/7/2025,F007,BATCH_7852,TECH_07,Sunny,WP_9323,Morning,6.02,6.0182,87.69,4.4738,29.8,0.203,4,0.057,60.13,B
LAT_00170,4/2/2025,F022,BATCH_7238,TECH_06,Windy,WP_3546,Morning,6.495,6.4961,68.85,4.2319,31.21,0.199,3,0.042,58.28,A
LAT_00171,12/27/2022,F024,BATCH_6602,TECH_02,Rainy,WP_6795,Morning,6.392,6.3936,73.08,4.2916,30.77,0.215,3,0.048,59.51,A
LAT_00172,2/20/2026,F025,BATCH_5596,TECH_05,Windy,WP_1130,Morning,5.713,5.7165,113.17,4.7289,31.72,0.167,5,0.078,56.02,B
LAT_00173,14.03.2024,F008,BATCH_4166,TECH_05,Cloudy,WP_4733,Morning,6.32,6.3208,82.69,4.4151,30.41,0.197,3,0.049,60.9,A
LAT_00174,5/24/2023,F029,BATCH_3495,TECH_07,Sunny,WP_6334,Morning,5.386,5.3851,142.62,4.9602,28.02,0.132,5,0.097,57.4,C
LAT_00175,1/31/2022,F016,BATCH_1623,TECH_03,Windy,WP_3980,Afternoon,6.445,6.4455,65.54,4.1827,29.08,0.23,3,0.039,59.79,A
LAT_00176,10/27/2024,F023,BATCH_2029,TECH_04,Windy,WP_6650,Morning,5.253,5.2518,144.52,4.9734,31.46,0.126,5,0.097,58.18,C
LAT_00177,1/27/2023,F026,BATCH_2945,TECH_03,Rainy,WP_7203,Morning,5.685,5.6878,118.57,4.7755,29.21,0.145,4,0.083,57.92,C
LAT_00178,2/4/2023,F015,BATCH_4192,TECH_05,Windy,WP_4824,Morning,5.746,5.7471,118.06,4.7712,28.37,0.165,4,0.076,58.52,B
LAT_00179,10/4/2024,F024,BATCH_4878,TECH_06,Windy,WP_6456,Afternoon,5.989,5.9907,100.77,4.6128,27.89,0.168,4,0.07,58.23,B
LAT_00180,5/17/2024,F013,BATCH_8405,TECH_01,Sunny,WP_3974,Morning,6.739,6.7369,46.59,3.8414,31.1,0.235,2,0.027,60.73,A
LAT_00181,6/20/2022,F002,BATCH_7860,TECH_03,Sunny,WP_6794,Morning,6.428,6.4262,57.61,4.0537,29.13,0.208,3,0.041,61.16,A
LAT_00182,9/7/2025,F004,BATCH_5899,TECH_04,Cloudy,WP_7591,Morning,5.959,5.9585,111.01,4.7096,29.4,0.162,4,0.071,57.23,B
LAT_00183,6/24/2023,F011,BATCH_1185,TECH_03,Cloudy,WP_5623,Afternoon,5.47,5.4728,129.45,4.8633,32.28,0.129,5,0.092,57.22,C
LAT_00184,3/4/2022,F018,BATCH_8402,TECH_07,Rainy,WP_7173,Morning,6.26,6.2616,82.05,4.4073,28.41,0.201,3,0.054,59.12,B
LAT_00185,11/29/2025,F021,BATCH_3551,TECH_02,Sunny,WP_2456,Afternoon,6.035,6.0335,105.7,4.6606,28.4,0.194,4,0.064,57.22,B
LAT_00186,3/19/2022,F005,BATCH_6649,TECH_07,Cloudy,WP_6338,Morning,5.389,5.3864,146.24,4.9852,31.52,0.148,5,0.098,55.03,C
LAT_00187,9/25/2024,F027,BATCH_4247,TECH_02,Rainy,WP_5699,Morning,5.504,5.5071,141.2,4.9502,29.22,0.129,5,0.093,57,C
LAT_00188,4/8/2026,F021,BATCH_3240,TECH_04,Sunny,WP_4583,Morning,5.514,5.5147,136.23,4.9143,30.49,0.135,5,0.092,55.24,C
LAT_00189,1/21/2022,F021,BATCH_8632,TECH_01,Cloudy,WP_7783,Morning,6.582,6.5826,66.5,4.1972,29.69,0.243,3,0.04,60.56,A
LAT_00190,7/4/2023,F006,BATCH_4818,TECH_07,Cloudy,WP_1922,Morning,5.58,5.5766,131.2,4.8767,31.78,0.147,5,0.087,56.48,C
LAT_00191,3/8/2022,F013,BATCH_9401,TECH_04,Rainy,WP_9585,Morning,6.714,6.7163,56.6,4.036,29.15,0.237,2,0.03,61.38,A
LAT_00192,10/5/2025,F002,BATCH_4559,TECH_07,Windy,WP_7474,Morning,6.69,6.6902,48.67,3.8851,30.05,0.236,2,0.028,60.16,A
LAT_00193,3/4/2025,F003,BATCH_2999,TECH_03,Sunny,WP_1654,Morning,5.987,5.9871,98.51,4.5902,27.98,0.204,4,0.064,56.51,B
LAT_00194,9/29/2025,F024,BATCH_1199,TECH_06,Sunny,WP_7359,Morning,6.157,6.156,80.19,4.3844,30.18,0.195,3,0.054,60.26,B
LAT_00195,4/1/2026,F003,BATCH_9004,TECH_04,Sunny,WP_4853,Morning,6.922,6.9233,34.05,3.5278,28.32,0.257,2,0.022,59.22,A
LAT_00196,4/10/2023,F013,BATCH_5800,TECH_02,Rainy,WP_8253,Morning,6.805,6.8071,41.17,3.7177,31.87,0.248,2,0.023,59.79,A
LAT_00197,5/13/2022,F017,BATCH_8118,TECH_06,Cloudy,WP_3555,Afternoon,6.566,6.5629,60.21,4.0978,31.88,0.241,2,0.038,59.85,A
LAT_00198,2/21/2023,F006,BATCH_9806,TECH_04,Cloudy,WP_3224,Morning,6.265,6.2635,75.43,4.3232,29.67,0.198,3,0.049,58.94,A
LAT_00199,6/28/2024,F016,BATCH_7938,TECH_02,Rainy,WP_6583,Morning,5.995,5.9946,110.56,4.7056,27.66,0.173,4,0.071,59.9,B
LAT_00200,2/19/2023,F002,BATCH_6916,TECH_06,Cloudy,WP_4814,Morning,6.69,6.6907,54.07,3.9903,28.96,0.238,3,0.032,60.65,A
LAT_00201,6/4/2024,F020,BATCH_2673,TECH_06,Rainy,WP_6639,Morning,6.345,6.3461,68.72,4.23,30.41,0.225,3,0.046,59.14,A
LAT_00202,6/4/2025,F028,BATCH_6922,TECH_06,Windy,WP_5807,Morning,5.295,5.2909,146.19,4.9849,32.48,0.149,5,0.095,57.8,C
LAT_00203,8/31/2024,F007,BATCH_4375,TECH_03,Cloudy,WP_5993,Morning,6.385,6.3883,77.46,4.3498,27.82,0.21,2,0.046,61.09,A
LAT_00204,10/8/2023,F007,BATCH_2930,TECH_05,Windy,WP_9934,Morning,6.252,6.2522,80.08,4.383,31.45,0.211,4,0.053,57.28,B
LAT_00205,4/20/2023,F015,BATCH_3402,TECH_06,Rainy,WP_8483,Afternoon,5.396,5.3976,132.89,4.8895,29.06,0.125,5,0.094,57.44,C
LAT_00206,5/29/2023,F026,BATCH_2811,TECH_05,Sunny,WP_9021,Morning,6.015,6.0161,106.09,4.6643,30.97,0.174,4,0.065,58.04,B
LAT_00207,9/13/2022,F016,BATCH_7103,TECH_02,Windy,WP_9218,Morning,5.587,5.5857,129.96,4.8672,32.27,0.167,5,0.086,55.18,C
LAT_00208,7/18/2024,F018,BATCH_1649,TECH_02,Sunny,WP_9660,Morning,5.588,5.5841,133.52,4.8943,31.94,0.141,5,0.089,56.63,C
LAT_00209,4/5/2025,F023,BATCH_6485,TECH_06,Sunny,WP_8307,Morning,5.475,5.4726,138.39,4.9301,29.9,0.122,5,0.096,55.16,C
LAT_00210,8/3/2023,F014,BATCH_6953,TECH_02,Rainy,WP_8378,Morning,5.893,5.8934,102.42,4.6291,28.46,0.178,4,0.071,57.41,B
LAT_00211,2/24/2022,F017,BATCH_4681,TECH_07,Cloudy,WP_3489,Morning,5.358,5.36,144.57,4.9738,31.38,0.155,5,0.096,55.52,C
LAT_00212,12/26/2023,F027,BATCH_6613,TECH_07,Cloudy,WP_5336,Morning,5.574,5.5728,128.88,4.8589,29.52,0.152,4,0.086,58.99,C
LAT_00213,2/26/2022,F024,BATCH_3410,TECH_06,Rainy,WP_2597,Morning,5.623,5.6228,125.04,4.8286,29.19,0.144,5,0.085,58.83,C
LAT_00214,5/21/2025,F003,BATCH_7969,TECH_04,Windy,WP_9148,Morning,6.773,6.7726,44.97,3.806,30.86,0.247,2,0.025,60.4,A
LAT_00215,12/16/2024,F001,BATCH_7332,TECH_02,Sunny,WP_7461,Morning,5.423,5.4231,134.59,4.9022,29.01,0.157,5,0.087,56.61,C
LAT_00216,11/11/2024,F024,BATCH_2608,TECH_01,Windy,WP_7298,Morning,5.401,5.4028,146.59,4.9876,30.99,0.124,5,0.097,56.93,C
LAT_00217,2/19/2023,F029,BATCH_3867,TECH_07,Cloudy,WP_2585,Morning,5.849,5.8465,106.53,4.6684,32.4,0.179,5,0.074,57.05,B
LAT_00218,6/8/2025,F010,BATCH_5934,TECH_02,Windy,WP_2301,Morning,6.729,6.7286,58.74,4.0731,30.88,0.225,2,0.034,59.37,A
LAT_00219,3/4/2025,F023,BATCH_2205,TECH_06,Cloudy,WP_7860,Morning,6.166,6.1687,81.69,4.4029,29.33,0.201,3,0.053,59.84,B
LAT_00220,5/10/2025,F018,BATCH_7041,TECH_02,Sunny,WP_9798,Afternoon,5.445,5.4474,136.76,4.9182,29.41,0.141,5,0.095,56.59,C
LAT_00221,10/25/2023,F011,BATCH_7047,TECH_04,Cloudy,WP_4323,Morning,6.949,6.9465,40.14,3.6924,27.75,0.255,2,0.022,60.62,A
LAT_00222,8/16/2023,F011,BATCH_1356,TECH_04,Windy,WP_4408,Morning,6.194,6.1976,90.8,4.5087,31.57,0.195,3,0.057,57.97,B
LAT_00223,1/28/2026,F019,BATCH_3713,TECH_05,Rainy,WP_1118,Morning,5.621,5.6226,119.12,4.7801,29.49,0.172,5,0.08,58.97,C
LAT_00224,7/27/2025,F026,BATCH_9669,TECH_06,Cloudy,WP_7209,Morning,5.429,5.4305,134.74,4.9033,30.24,0.142,5,0.093,56.65,C
LAT_00225,7/29/2024,F005,BATCH_7952,TECH_06,Cloudy,WP_4572,Morning,5.327,5.3282,134.01,4.8979,28.2,0.145,5,0.095,56.58,C
LAT_00226,6/3/2022,F005,BATCH_2932,TECH_04,Windy,WP_1374,Morning,6.572,6.5745,56,4.0254,29.85,0.216,2,0.035,58.85,A
LAT_00227,3/4/2025,F013,BATCH_4380,TECH_03,Cloudy,WP_7066,Morning,6.123,6.1219,96.34,4.5679,31.54,0.189,4,0.065,57.82,B
LAT_00228,12/15/2025,F005,BATCH_6769,TECH_07,Sunny,WP_2218,Morning,6.219,6.2196,84.53,4.4371,28.92,0.192,4,0.053,57.92,B
LAT_00229,11/4/2025,F017,BATCH_2186,TECH_02,Windy,WP_1262,Morning,5.665,5.661,125.33,4.831,29.01,0.165,4,0.082,56.43,C
LAT_00230,1/8/2023,F002,BATCH_5918,TECH_05,Cloudy,WP_2629,Morning,6.649,6.6449,51.6,3.9435,30.22,0.228,3,0.034,58.59,A
LAT_00231,11/14/2022,F010,BATCH_7069,TECH_02,Windy,WP_3414,Morning,6.411,6.4113,59.9,4.0927,29.11,0.225,3,0.038,61.46,A
LAT_00232,6/16/2023,F003,BATCH_4771,TECH_04,Cloudy,WP_9954,Afternoon,5.488,5.4896,131.38,4.8781,30.04,0.135,5,0.09,55.77,C
LAT_00233,6/18/2025,F019,BATCH_1675,TECH_02,Cloudy,WP_4632,Afternoon,6.133,6.135,87.14,4.4675,30.93,0.185,3,0.056,59.85,B
LAT_00234,2/25/2025,F023,BATCH_7887,TECH_06,Windy,WP_3665,Morning,5.404,5.4029,143.39,4.9656,31.45,0.154,5,0.096,58.44,C
LAT_00235,4/10/2023,F019,BATCH_3860,TECH_06,Cloudy,WP_5154,Morning,6.436,6.4346,60.99,4.1107,29.28,0.216,3,0.04,60.94,A
LAT_00236,6/19/2022,F004,BATCH_6923,TECH_02,Windy,WP_9179,Morning,6.399,6.3985,78.96,4.3689,29.34,0.212,3,0.047,58.48,A
LAT_00237,1/5/2026,F012,BATCH_6140,TECH_03,Cloudy,WP_9750,Afternoon,6.879,6.8809,38.06,3.6392,32.07,0.254,2,0.022,60.42,A
LAT_00238,5/2/2025,F020,BATCH_1686,TECH_03,Cloudy,WP_6280,Morning,6.319,6.3207,80.16,4.384,29,0.195,3,0.051,57.01,B
LAT_00239,4/21/2025,F020,BATCH_8931,TECH_01,Cloudy,WP_1196,Morning,5.714,5.7134,121.58,4.8006,28.23,0.157,5,0.078,57.51,B
LAT_00240,1/23/2023,F014,BATCH_3607,TECH_06,Windy,WP_8151,Morning,6.326,6.325,81.82,4.4045,30.08,0.219,3,0.051,58.74,B
LAT_00241,8/14/2024,F020,BATCH_3631,TECH_05,Windy,WP_2734,Morning,5.425,5.4241,139.35,4.937,29.86,0.131,5,0.091,56.77,C
LAT_00242,3/7/2026,F012,BATCH_8686,TECH_05,Windy,WP_5114,Morning,6.387,6.3851,65.23,4.1779,32.22,0.209,3,0.044,58.79,A
LAT_00243,8/1/2023,F001,BATCH_6803,TECH_04,Rainy,WP_8301,Morning,6.453,6.45,76.32,4.3349,29.11,0.201,3,0.049,59.78,A
LAT_00244,11/22/2023,F017,BATCH_2879,TECH_04,Cloudy,WP_6381,Morning,6.079,6.0775,95.77,4.5619,28.7,0.183,4,0.063,58.52,B
LAT_00245,1/14/2025,F021,BATCH_6117,TECH_02,Windy,WP_2210,Morning,5.5,5.4991,136.12,4.9135,30.82,0.139,5,0.09,55.97,C
LAT_00246,9/24/2025,F021,BATCH_1102,TECH_05,Sunny,WP_1176,Morning,5.868,5.8689,111.53,4.7143,27.79,0.169,4,0.074,58.44,B
LAT_00247,11/9/2025,F005,BATCH_3515,TECH_07,Rainy,WP_7233,Morning,5.58,5.5776,130.22,4.8692,31.38,0.144,5,0.086,57.8,C
LAT_00248,12/13/2024,F020,BATCH_7149,TECH_04,Cloudy,WP_9924,Morning,6.598,6.596,60.76,4.1069,30.41,0.221,3,0.037,59.06,A
LAT_00249,7/4/2024,F007,BATCH_7158,TECH_05,Cloudy,WP_6376,Morning,5.48,5.4772,145.15,4.9778,31.69,0.145,5,0.094,57.23,C
LAT_00250,1/26/2022,F014,BATCH_4217,TECH_07,Windy,WP_1766,Morning,6.897,6.8992,36.04,3.5846,27.79,0.246,2,0.024,58.6,A
LAT_00251,7/3/2024,F004,BATCH_1558,TECH_02,Windy,WP_3129,Morning,5.646,5.6451,127.02,4.8443,32.35,0.151,5,0.086,56.8,C
LAT_00252,11/5/2024,F016,BATCH_8797,TECH_07,Sunny,WP_7858,Morning,5.41,5.4122,143.72,4.9679,28.81,0.149,5,0.094,56.63,C
LAT_00253,10/17/2025,F026,BATCH_3222,TECH_01,Windy,WP_9175,Afternoon,6.697,6.6982,53.37,3.9772,29.84,0.217,2,0.032,58.56,A
LAT_00254,4/6/2022,F029,BATCH_1201,TECH_04,Cloudy,WP_9881,Morning,6.023,6.0232,100.37,4.6089,29.54,0.181,4,0.066,58.21,B
LAT_00255,9/22/2023,F026,BATCH_1571,TECH_02,Rainy,WP_8547,Morning,6.112,6.1155,92,4.5218,29.63,0.183,4,0.06,59.54,B
LAT_00256,8/15/2022,F008,BATCH_7729,TECH_07,Rainy,WP_1550,Morning,6.799,6.8009,41.22,3.7189,30.5,0.24,3,0.023,59.19,A
LAT_00257,3/30/2026,F014,BATCH_1882,TECH_02,Windy,WP_8900,Morning,6.354,6.3494,74.11,4.3056,27.49,0.215,3,0.046,58.71,A
LAT_00258,9/3/2024,F010,BATCH_2393,TECH_03,Rainy,WP_4415,Morning,6.12,6.1211,86.29,4.4577,30.95,0.196,3,0.057,57.81,B
LAT_00259,12/11/2022,F015,BATCH_1048,TECH_02,Rainy,WP_3690,Morning,5.375,5.3755,141.26,4.9506,30.36,0.123,5,0.097,58.31,C
LAT_00260,1/20/2026,F027,BATCH_2296,TECH_04,Windy,WP_9540,Afternoon,6.37,6.3688,76.21,4.3335,29.55,0.203,3,0.048,58.86,A
LAT_00261,10/1/2024,F001,BATCH_1302,TECH_03,Rainy,WP_2672,Morning,5.565,5.5655,126.55,4.8406,31.16,0.163,5,0.082,55.02,C
LAT_00262,6/9/2024,F004,BATCH_8649,TECH_07,Sunny,WP_3918,Morning,5.842,5.8383,105.95,4.663,32.19,0.164,4,0.069,58.34,B
LAT_00263,12/27/2022,F026,BATCH_8022,TECH_02,Sunny,WP_8409,Morning,6.542,6.5423,66.63,4.1992,31.41,0.19,3,0.043,59.43,A
LAT_00264,8/18/2023,F008,BATCH_4798,TECH_05,Windy,WP_9757,Morning,6.028,6.0257,87,4.4659,31.79,0.187,4,0.061,56.42,B
LAT_00265,1/26/2024,F012,BATCH_6934,TECH_05,Windy,WP_6085,Morning,6.189,6.1902,85.95,4.4538,31.2,0.192,3,0.056,57.45,B
LAT_00266,8/27/2023,F016,BATCH_8246,TECH_03,Windy,WP_2838,Morning,6.709,6.7063,55.28,4.0124,31.16,0.246,3,0.028,59.25,A
LAT_00267,4/11/2024,F019,BATCH_8215,TECH_04,Windy,WP_9374,Morning,5.509,5.5083,134.66,4.9028,30.17,0.152,5,0.088,58.62,C
LAT_00268,2/14/2025,F030,BATCH_9551,TECH_05,Rainy,WP_3240,Morning,6.15,6.1488,89.2,4.4909,29.17,0.183,4,0.06,58.42,B
LAT_00269,10/24/2024,F025,BATCH_9962,TECH_06,Windy,WP_5084,Morning,6.33,6.3301,77.64,4.3521,31.91,0.2,3,0.05,59.43,B
LAT_00270,9/4/2023,F028,BATCH_7954,TECH_06,Rainy,WP_5790,Morning,5.963,5.9651,101.74,4.6224,28.35,0.181,4,0.068,58.76,B
LAT_00271,9/7/2023,F009,BATCH_8873,TECH_05,Rainy,WP_7637,Morning,6.227,6.2263,82.46,4.4123,28.21,0.192,3,0.056,59.99,B
LAT_00272,9/22/2022,F013,BATCH_1145,TECH_07,Windy,WP_7559,Morning,6.122,6.1221,88.87,4.4872,28.67,0.192,4,0.06,56.24,B
LAT_00273,1/28/2025,F029,BATCH_2695,TECH_01,Windy,WP_2685,Morning,5.62,5.6206,123.84,4.819,31.05,0.151,5,0.084,55.62,C
LAT_00274,4/23/2022,F015,BATCH_1553,TECH_01,Rainy,WP_2493,Morning,6.087,6.0899,99.26,4.5977,32.41,0.19,4,0.063,57.98,B
LAT_00275,5/21/2025,F009,BATCH_6265,TECH_02,Cloudy,WP_7946,Morning,6.616,6.6145,47.79,3.8668,27.63,0.238,3,0.031,61.25,A
LAT_00276,3/3/2023,F012,BATCH_8044,TECH_05,Windy,WP_5414,Morning,5.521,5.5234,136.09,4.9133,29.46,0.166,5,0.091,55.64,C
LAT_00277,3/31/2022,F014,BATCH_1888,TECH_05,Rainy,WP_7946,Morning,6.033,6.0332,95.1,4.5549,28.26,0.2,4,0.063,57.37,B
LAT_00278,2/7/2026,F008,BATCH_5911,TECH_02,Rainy,WP_8312,Afternoon,5.936,5.9338,95.32,4.5572,31.52,0.194,4,0.068,56.66,B
LAT_00279,3/20/2024,F028,BATCH_5447,TECH_05,Rainy,WP_3359,Morning,5.517,5.5173,139.36,4.9371,27.78,0.13,5,0.09,58.03,C
LAT_00280,7/16/2023,F005,BATCH_9297,TECH_07,Sunny,WP_5614,Morning,6.476,6.4777,65.44,4.1811,27.72,0.229,2,0.041,60.74,A
LAT_00281,6/21/2024,F003,BATCH_7414,TECH_02,Sunny,WP_9860,Morning,5.973,5.9729,100.48,4.61,31.26,0.194,4,0.067,56.74,B
LAT_00282,7/13/2025,F009,BATCH_4493,TECH_02,Rainy,WP_5382,Morning,5.421,5.4213,141.86,4.9548,32.24,0.132,5,0.095,56.06,C
LAT_00283,7/24/2025,F004,BATCH_8513,TECH_01,Rainy,WP_8774,Morning,6.612,6.612,53.58,3.9812,28.63,0.232,3,0.034,60.82,A
LAT_00284,2/6/2022,F028,BATCH_6191,TECH_01,Sunny,WP_3584,Morning,6.458,6.4551,68,4.2195,30.71,0.227,2,0.046,58.52,A
LAT_00285,1/8/2025,F004,BATCH_9979,TECH_01,Cloudy,WP_1250,Morning,5.972,5.9694,102.28,4.6277,30.16,0.161,4,0.064,58,B
LAT_00286,4/1/2023,F003,BATCH_9498,TECH_06,Windy,WP_1433,Morning,5.86,5.8619,108.61,4.6878,29.46,0.193,4,0.073,57.28,B
LAT_00287,9/3/2024,F019,BATCH_8338,TECH_07,Rainy,WP_1252,Morning,5.6,5.6021,126.49,4.8402,29.68,0.157,4,0.085,55.03,C
LAT_00288,8/24/2024,F013,BATCH_8228,TECH_07,Sunny,WP_1265,Morning,5.82,5.819,107.51,4.6776,31.19,0.175,4,0.071,56.64,B
LAT_00289,3/30/2023,F003,BATCH_8474,TECH_03,Rainy,WP_9929,Afternoon,5.368,5.3669,143.84,4.9687,30.66,0.132,5,0.096,57.18,C
LAT_00290,8/6/2023,F029,BATCH_5780,TECH_06,Sunny,WP_2465,Morning,5.268,5.2665,139.87,4.9407,31.27,0.148,5,0.097,58.74,C
LAT_00291,10/31/2025,F015,BATCH_3313,TECH_01,Rainy,WP_2436,Morning,6.455,6.4569,70.89,4.2611,28,0.215,3,0.046,58.41,A
LAT_00292,7/3/2025,F027,BATCH_9890,TECH_07,Cloudy,WP_1928,Afternoon,5.359,5.3538,133.88,4.8969,29.55,0.14,5,0.092,56.42,C
LAT_00293,7/13/2023,F006,BATCH_1246,TECH_04,Rainy,WP_5334,Morning,6.453,6.4565,70.01,4.2486,28.27,0.214,2,0.043,58.13,A
LAT_00294,6/15/2022,F009,BATCH_2400,TECH_04,Cloudy,WP_4118,Morning,6.733,6.7309,37.74,3.6307,29.88,0.239,2,0.028,61.2,A
LAT_00295,5/1/2024,F013,BATCH_9877,TECH_02,Sunny,WP_6326,Morning,5.706,5.7051,120.71,4.7934,31.16,0.167,5,0.08,57.32,C
LAT_00296,10/15/2024,F016,BATCH_3582,TECH_01,Cloudy,WP_7023,Morning,6.159,6.1591,103.85,4.6429,30.46,0.183,3,0.058,56.59,B
LAT_00297,1/11/2024,F001,BATCH_8408,TECH_05,Sunny,WP_2160,Afternoon,6.246,6.2458,82.01,4.4068,28.35,0.215,3,0.053,58.61,B
LAT_00298,1/11/2025,F029,BATCH_5093,TECH_04,Rainy,WP_2192,Morning,6.364,6.3623,74.82,4.3151,30.18,0.218,3,0.047,60.21,A
LAT_00299,1/4/2023,F010,BATCH_4011,TECH_03,Sunny,WP_8345,Morning,6.399,6.3991,80.54,4.3888,30.47,0.198,4,0.048,59.52,A
LAT_00300,2/11/2023,F025,BATCH_8159,TECH_04,Cloudy,WP_1333,Morning,6.598,6.5963,56.31,4.0309,27.97,0.225,3,0.034,61.33,A
LAT_00301,4/30/2022,F008,BATCH_7412,TECH_01,Rainy,WP_4078,Morning,5.297,5.2957,151.24,5.0189,31.67,0.129,5,0.098,55.1,C
LAT_00302,3/24/2022,F010,BATCH_5285,TECH_04,Rainy,WP_1030,Morning,6.117,6.1185,92.34,4.5255,32.11,0.184,3,0.059,56.42,B
LAT_00303,10/24/2024,F017,BATCH_7546,TECH_03,Rainy,WP_3692,Morning,6.59,6.5917,60.17,4.0972,29.12,0.227,2,0.039,58.63,A
LAT_00304,8/5/2023,F023,BATCH_5001,TECH_02,Windy,WP_3744,Morning,5.522,5.5206,142.19,4.9572,31.34,0.13,5,0.09,56.4,C
LAT_00305,12/24/2024,F012,BATCH_6624,TECH_02,Windy,WP_8609,Afternoon,6.369,6.3666,72.1,4.2781,31.93,0.199,4,0.048,60.17,A
LAT_00306,12/4/2025,F025,BATCH_6599,TECH_05,Sunny,WP_3248,Afternoon,5.59,5.5936,127.71,4.8498,29.56,0.163,4,0.084,55.94,C
LAT_00307,11/20/2024,F001,BATCH_9896,TECH_05,Windy,WP_9234,Morning,5.429,5.4296,133.7,4.8956,30.24,0.154,5,0.093,56.55,C
LAT_00308,3/4/2023,F001,BATCH_5392,TECH_05,Sunny,WP_7631,Morning,5.383,5.3813,136.74,4.9181,30.06,0.124,5,0.093,58.27,C
LAT_00309,11/23/2024,F004,BATCH_5991,TECH_01,Rainy,WP_6521,Morning,6.738,6.7364,57.16,4.0459,28.05,0.223,2,0.034,61.24,A
LAT_00310,4/13/2026,F019,BATCH_6415,TECH_03,Sunny,WP_4405,Morning,6.36,6.3602,88.79,4.4863,28.49,0.201,4,0.054,58.45,B
LAT_00311,11/26/2022,F007,BATCH_5271,TECH_02,Sunny,WP_1965,Morning,5.598,5.5983,126.92,4.8436,28.96,0.147,4,0.085,55.91,C
LAT_00312,2/20/2026,F020,BATCH_6610,TECH_01,Rainy,WP_4884,Morning,5.651,5.651,121.73,4.8018,28.71,0.158,5,0.081,57.13,C
LAT_00313,5/19/2023,F016,BATCH_3092,TECH_05,Windy,WP_5381,Morning,5.738,5.7382,116.06,4.7541,29.09,0.161,5,0.079,57.17,B
LAT_00314,3/23/2025,F021,BATCH_8805,TECH_02,Rainy,WP_3021,Morning,5.62,5.6204,130.32,4.87,32.12,0.147,5,0.085,58.21,C
LAT_00315,5/10/2024,F003,BATCH_3047,TECH_07,Sunny,WP_5282,Morning,5.422,5.4207,140.84,4.9476,31.72,0.123,5,0.095,57.35,C
LAT_00316,3/8/2024,F023,BATCH_5571,TECH_03,Cloudy,WP_5145,Morning,5.402,5.4023,140.37,4.9443,28.59,0.145,5,0.095,58.87,C
LAT_00317,1/21/2023,F006,BATCH_1313,TECH_03,Sunny,WP_3543,Morning,6.553,6.5507,53.58,3.9812,31.35,0.216,2,0.033,59.91,A
LAT_00318,8/24/2024,F024,BATCH_6126,TECH_02,Sunny,WP_4970,Morning,5.415,5.4145,136.47,4.9161,31.61,0.134,5,0.094,57.6,C
LAT_00319,3/9/2026,F006,BATCH_4539,TECH_06,Cloudy,WP_9215,Morning,5.805,5.8094,105.1,4.6549,31.9,0.179,4,0.071,57.99,B
LAT_00320,1/14/2022,F011,BATCH_9506,TECH_03,Sunny,WP_5771,Morning,5.733,5.7355,117.22,4.7641,30.15,0.165,5,0.08,55.02,C
LAT_00321,3/24/2023,F021,BATCH_4342,TECH_04,Windy,WP_6678,Morning,6.108,6.1113,90.59,4.5063,31.4,0.179,4,0.062,57.75,B
LAT_00322,3/21/2025,F007,BATCH_8283,TECH_04,Windy,WP_9610,Morning,5.696,5.6918,123.94,4.8198,28.12,0.157,5,0.081,58.39,C
LAT_00323,2/13/2026,F020,BATCH_5299,TECH_07,Windy,WP_2672,Morning,5.622,5.6215,134.02,4.898,29.44,0.149,5,0.089,57.72,C
LAT_00324,11/14/2023,F027,BATCH_7235,TECH_02,Cloudy,WP_5954,Morning,6.727,6.7274,43.98,3.7837,32.22,0.24,2,0.028,60.01,A
LAT_00325,7/7/2023,F010,BATCH_2327,TECH_03,Sunny,WP_2520,Afternoon,6.488,6.4918,64.69,4.1696,27.63,0.206,3,0.042,58.93,A
LAT_00326,6/4/2022,F030,BATCH_1879,TECH_06,Cloudy,WP_5845,Morning,6.466,6.4621,70.4,4.2542,30.52,0.217,3,0.046,58.47,A
LAT_00327,5/8/2024,F030,BATCH_2912,TECH_06,Cloudy,WP_6534,Morning,6.488,6.4907,69.72,4.2445,30.59,0.218,3,0.042,59.56,A
LAT_00328,3/23/2022,F027,BATCH_8478,TECH_03,Rainy,WP_5673,Afternoon,6.659,6.6622,55.78,4.0214,30.39,0.247,2,0.032,58.2,A
LAT_00329,2/28/2022,F021,BATCH_9070,TECH_06,Rainy,WP_1012,Morning,6.016,6.0166,100.31,4.6083,31.63,0.172,3,0.064,58.98,B
