time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),precipitation_sum (mm),wind_speed_10m_max (km/h),district,year
12/11/2024,29.6,24.4,26.4,96,70,4.2,20.7,Kalutara,2024
12/12/2024,28.9,24.0,25.7,98,77,8.4,20.9,Kalutara,2024
12/13/2024,29.0,23.4,25.8,100,79,5.5,9.0,Kalutara,2024
12/14/2024,29.3,23.0,25.1,99,77,12.2,11.1,Kalutara,2024
12/15/2024,30.7,23.1,26.5,99,61,0.2,16.1,Kalutara,2024
12/16/2024,28.6,24.6,26.1,87,74,0.1,19.4,Kalutara,2024
12/17/2024,29.6,23.8,25.7,98,73,9.4,17.2,Kalutara,2024
12/18/2024,29.0,23.1,26.0,98,73,1.0,16.2,Kalutara,2024
12/19/2024,28.4,24.0,26.2,96,78,2.3,11.9,Kalutara,2024
12/20/2024,28.8,24.1,25.6,99,81,13.9,17.1,Kalutara,2024
12/21/2024,27.9,24.0,25.4,99,82,16.0,15.1,Kalutara,2024
12/22/2024,30.4,23.1,26.5,98,71,3.8,15.2,Kalutara,2024
12/23/2024,30.4,22.5,26.1,98,59,0.0,16.3,Kalutara,2024
12/24/2024,29.0,21.9,25.6,96,68,0.0,13.7,Kalutara,2024
12/25/2024,29.5,22.0,25.6,95,61,0.0,12.4,Kalutara,2024
12/26/2024,29.9,20.5,25.6,93,62,0.3,16.8,Kalutara,2024
12/27/2024,29.0,22.6,26.0,99,72,0.8,13.8,Kalutara,2024
12/28/2024,29.4,22.9,25.6,98,72,1.7,11.8,Kalutara,2024
12/29/2024,29.7,22.5,25.6,97,67,2.5,17.0,Kalutara,2024
12/30/2024,30.5,22.9,25.3,99,68,12.2,12.3,Kalutara,2024
12/31/2024,29.0,22.9,25.2,99,73,3.8,9.0,Kalutara,2024
1/1/2025,26.3,23.3,24.5,99,90,25.4,11.7,Kalutara,2025
1/2/2025,26.1,22.9,24.3,99,89,8.4,8.2,Kalutara,2025
1/3/2025,28.5,23.0,24.9,99,72,5.0,12.3,Kalutara,2025
1/4/2025,28.9,22.0,24.9,98,70,1.8,9.5,Kalutara,2025
1/5/2025,28.4,22.8,24.8,98,77,1.5,11.8,Kalutara,2025
1/6/2025,30.0,22.3,25.5,98,54,0.1,13.9,Kalutara,2025
1/7/2025,28.9,20.6,24.9,99,72,0.3,9.1,Kalutara,2025
1/8/2025,29.0,22.8,25.6,98,73,1.1,11.7,Kalutara,2025
1/9/2025,29.7,23.0,26.0,98,68,0.9,12.3,Kalutara,2025
1/10/2025,30.8,23.2,25.7,99,69,12.7,13.6,Kalutara,2025
1/11/2025,31.9,22.9,26.0,98,54,2.8,25.2,Kalutara,2025
1/12/2025,28.1,22.0,24.2,98,74,23.6,17.1,Kalutara,2025
1/13/2025,28.8,22.4,25.2,99,72,0.5,10.7,Kalutara,2025
1/14/2025,26.9,23.4,24.9,99,86,17.6,6.6,Kalutara,2025
1/15/2025,29.0,23.0,25.1,99,72,14.9,8.2,Kalutara,2025
1/16/2025,28.5,22.6,24.8,99,76,4.0,7.9,Kalutara,2025
1/17/2025,30.1,22.2,25.5,99,65,0.9,13.0,Kalutara,2025
1/18/2025,29.9,23.5,25.4,98,68,6.4,12.9,Kalutara,2025
1/19/2025,24.1,23.0,23.7,99,96,48.6,8.1,Kalutara,2025
1/20/2025,29.4,22.0,25.0,98,70,8.9,9.4,Kalutara,2025
1/21/2025,28.2,22.7,25.1,99,75,5.0,17.0,Kalutara,2025
1/22/2025,26.3,22.8,24.2,99,87,7.1,8.0,Kalutara,2025
1/23/2025,29.0,22.6,25.1,99,72,2.0,11.7,Kalutara,2025
1/24/2025,28.3,22.7,24.9,99,73,2.9,7.9,Kalutara,2025
1/25/2025,28.9,22.8,25.3,99,73,1.7,11.2,Kalutara,2025
1/26/2025,29.4,22.2,25.4,99,73,0.1,8.5,Kalutara,2025
1/27/2025,29.0,22.6,25.3,99,70,0.5,14.1,Kalutara,2025
1/28/2025,27.0,22.4,24.6,98,73,2.8,8.5,Kalutara,2025
1/29/2025,29.4,22.4,25.2,99,71,7.6,12.0,Kalutara,2025
1/30/2025,29.0,23.3,25.4,99,76,1.8,12.8,Kalutara,2025
1/31/2025,29.5,23.2,25.7,99,77,0.7,9.1,Kalutara,2025
2/1/2025,29.5,23.4,25.7,99,75,2.7,11.6,Kalutara,2025
2/2/2025,29.2,22.1,25.8,98,71,0.0,13.9,Kalutara,2025
2/3/2025,29.9,23.1,26.3,99,61,0.1,9.9,Kalutara,2025
2/4/2025,29.1,21.8,25.7,97,70,0.4,11.9,Kalutara,2025
2/5/2025,29.0,23.0,25.9,97,67,2.4,14.6,Kalutara,2025
2/6/2025,29.5,22.4,25.9,98,69,1.8,15.5,Kalutara,2025
2/7/2025,30.2,22.5,26.1,97,63,0.0,13.9,Kalutara,2025
2/8/2025,30.0,21.6,25.6,97,61,0.0,12.7,Kalutara,2025
2/9/2025,31.4,20.5,25.5,96,51,0.0,14.2,Kalutara,2025
2/10/2025,30.2,20.9,25.8,93,59,0.0,18.2,Kalutara,2025
2/11/2025,31.5,22.4,26.7,96,59,0.3,11.4,Kalutara,2025
2/12/2025,29.8,23.4,26.7,96,69,0.2,11.8,Kalutara,2025
2/13/2025,29.8,22.7,26.5,96,67,1.2,12.1,Kalutara,2025
2/14/2025,29.7,23.6,26.3,95,52,0.0,15.5,Kalutara,2025
2/15/2025,30.0,22.1,25.8,98,63,0.7,14.0,Kalutara,2025
2/16/2025,30.3,22.4,26.3,96,63,0.3,13.4,Kalutara,2025
2/17/2025,30.8,22.9,26.6,96,63,0.2,11.2,Kalutara,2025
2/18/2025,30.5,23.2,26.3,95,68,0.4,12.8,Kalutara,2025
2/19/2025,30.1,22.5,26.2,96,65,1.4,13.7,Kalutara,2025
2/20/2025,30.0,22.9,26.4,96,65,0.3,12.4,Kalutara,2025
2/21/2025,30.8,22.4,26.6,96,58,0.0,14.9,Kalutara,2025
2/22/2025,29.4,22.7,25.9,98,68,2.3,12.7,Kalutara,2025
2/23/2025,30.2,21.1,25.6,99,61,2.0,13.2,Kalutara,2025
2/24/2025,31.0,22.0,26.6,99,56,0.0,17.9,Kalutara,2025
2/25/2025,32.2,23.2,27.1,96,54,2.9,17.1,Kalutara,2025
2/26/2025,31.5,23.5,26.6,96,61,6.8,13.8,Kalutara,2025
2/27/2025,29.9,23.5,25.9,99,70,11.0,10.1,Kalutara,2025
2/28/2025,29.5,23.1,25.6,99,72,19.3,8.8,Kalutara,2025
3/1/2025,30.2,23.2,25.3,99,70,39.9,10.3,Kalutara,2025
3/2/2025,29.5,22.4,25.1,99,72,19.3,9.6,Kalutara,2025
3/3/2025,29.9,22.1,25.1,98,71,27.6,9.1,Kalutara,2025
3/4/2025,29.2,23.0,26.3,98,71,0.0,11.0,Kalutara,2025
3/5/2025,29.9,23.2,26.8,96,66,0.0,12.1,Kalutara,2025
3/6/2025,30.5,23.1,26.7,98,66,0.0,14.9,Kalutara,2025
3/7/2025,30.9,22.4,26.5,98,60,1.1,13.6,Kalutara,2025
3/8/2025,30.4,22.2,26.3,99,61,0.5,17.0,Kalutara,2025
3/9/2025,31.1,21.5,26.3,97,54,0.1,14.7,Kalutara,2025
3/10/2025,32.8,22.9,27.1,93,52,0.8,11.5,Kalutara,2025
3/11/2025,29.5,23.8,25.6,96,74,8.9,13.2,Kalutara,2025
3/12/2025,32.6,22.7,27.2,95,48,0.4,14.4,Kalutara,2025
3/13/2025,31.4,22.5,26.8,96,59,2.4,10.1,Kalutara,2025
3/14/2025,30.8,23.5,26.3,99,65,6.3,11.5,Kalutara,2025
3/15/2025,31.8,22.7,26.3,99,52,11.4,12.7,Kalutara,2025
3/16/2025,27.7,23.0,25.2,99,65,1.5,7.6,Kalutara,2025
3/17/2025,30.6,22.6,26.5,98,65,0.6,9.8,Kalutara,2025
3/18/2025,30.9,23.0,26.2,98,64,5.1,13.7,Kalutara,2025
3/19/2025,30.2,22.6,25.4,98,71,8.1,19.6,Kalutara,2025
3/20/2025,31.1,22.4,26.6,96,60,1.0,14.6,Kalutara,2025
3/21/2025,31.6,23.7,26.7,98,64,5.1,13.6,Kalutara,2025
3/22/2025,30.3,23.1,26.2,99,74,3.0,8.9,Kalutara,2025
3/23/2025,30.3,23.2,26.2,98,68,11.1,12.5,Kalutara,2025
3/24/2025,30.8,22.5,26.7,98,65,0.1,13.3,Kalutara,2025
3/25/2025,31.0,23.5,26.8,99,66,1.2,10.0,Kalutara,2025
3/26/2025,30.5,23.6,26.4,99,69,6.3,13.6,Kalutara,2025
3/27/2025,31.1,23.8,27.2,96,62,1.0,13.8,Kalutara,2025
3/28/2025,31.1,24.0,27.4,93,60,1.6,15.0,Kalutara,2025
3/29/2025,31.9,23.6,27.2,97,56,1.4,14.3,Kalutara,2025
3/30/2025,31.5,23.2,27.1,95,58,1.1,13.5,Kalutara,2025
3/31/2025,31.0,23.4,26.7,97,63,2.5,12.6,Kalutara,2025
4/1/2025,31.9,23.4,27.0,98,56,1.6,14.2,Kalutara,2025
4/2/2025,31.6,23.5,25.9,99,65,19.3,10.7,Kalutara,2025
4/3/2025,31.0,23.8,25.9,98,69,15.3,14.0,Kalutara,2025
4/4/2025,27.8,23.0,25.4,99,80,9.7,10.3,Kalutara,2025
4/5/2025,29.4,23.1,26.1,99,73,11.8,13.1,Kalutara,2025
4/6/2025,29.4,24.2,26.3,99,74,9.2,14.6,Kalutara,2025
4/7/2025,29.7,23.5,26.0,99,74,9.4,16.5,Kalutara,2025
4/8/2025,30.4,23.5,26.5,98,72,3.4,13.2,Kalutara,2025
4/9/2025,29.1,24.1,26.1,98,76,6.0,15.0,Kalutara,2025
4/10/2025,26.5,23.7,24.9,99,84,16.8,13.3,Kalutara,2025
4/11/2025,26.1,23.5,24.9,98,89,27.3,12.7,Kalutara,2025
4/12/2025,30.2,24.5,27.0,97,71,3.4,16.5,Kalutara,2025
4/13/2025,29.2,24.4,26.8,99,76,5.1,16.0,Kalutara,2025
4/14/2025,29.2,24.9,26.6,98,79,5.4,11.2,Kalutara,2025
4/15/2025,30.2,24.0,26.8,99,75,3.4,13.0,Kalutara,2025
4/16/2025,30.4,24.0,27.1,96,73,0.5,12.3,Kalutara,2025
4/17/2025,30.6,24.2,27.2,98,70,0.6,13.1,Kalutara,2025
4/18/2025,30.6,24.4,27.4,96,67,1.5,15.4,Kalutara,2025
4/19/2025,30.8,25.6,28.0,92,66,1.9,17.3,Kalutara,2025
4/20/2025,30.2,25.1,27.2,97,73,3.6,16.6,Kalutara,2025
4/21/2025,29.8,24.8,27.0,99,75,1.8,11.3,Kalutara,2025
4/22/2025,30.0,23.3,26.7,99,71,4.4,15.9,Kalutara,2025
4/23/2025,30.9,24.2,26.9,98,66,2.5,17.1,Kalutara,2025
4/24/2025,30.8,24.5,27.3,98,69,2.5,14.7,Kalutara,2025
4/25/2025,30.2,24.4,26.5,99,72,10.3,10.0,Kalutara,2025
4/26/2025,30.4,24.0,26.6,98,70,5.6,14.4,Kalutara,2025
4/27/2025,29.6,24.0,26.6,97,74,4.3,10.8,Kalutara,2025
4/28/2025,29.5,23.9,26.4,99,74,8.8,16.1,Kalutara,2025
4/29/2025,30.6,23.9,26.6,99,72,13.8,16.9,Kalutara,2025
4/30/2025,28.2,23.8,25.1,99,81,30.3,14.4,Kalutara,2025
5/1/2025,30.7,23.9,27.1,98,71,0.8,14.5,Kalutara,2025
5/2/2025,30.9,24.8,27.1,97,68,1.5,13.2,Kalutara,2025
5/3/2025,30.0,24.8,26.8,98,73,6.1,10.9,Kalutara,2025
5/4/2025,31.6,23.8,27.6,98,66,1.7,13.3,Kalutara,2025
5/5/2025,30.8,24.4,27.4,98,70,4.2,17.1,Kalutara,2025
5/6/2025,31.1,24.8,27.2,99,69,4.1,14.1,Kalutara,2025
5/7/2025,29.9,23.2,25.9,99,72,25.1,17.0,Kalutara,2025
5/8/2025,30.7,24.1,27.2,98,62,0.8,15.8,Kalutara,2025
5/9/2025,31.1,23.9,27.3,93,67,2.9,16.0,Kalutara,2025
5/10/2025,31.4,25.5,28.4,94,64,1.6,17.1,Kalutara,2025
5/11/2025,31.2,25.4,28.5,94,64,0.7,17.0,Kalutara,2025
5/12/2025,31.1,25.1,27.7,98,66,3.7,21.0,Kalutara,2025
5/13/2025,30.6,24.9,27.3,98,71,8.6,17.4,Kalutara,2025
5/14/2025,30.9,24.1,26.7,98,70,17.1,19.0,Kalutara,2025
5/15/2025,30.8,24.1,27.4,98,70,5.2,17.5,Kalutara,2025
5/16/2025,30.5,25.0,28.1,99,71,6.5,19.8,Kalutara,2025
5/17/2025,29.9,24.9,27.1,98,68,8.6,16.4,Kalutara,2025
5/18/2025,28.5,24.4,25.9,98,82,17.5,16.1,Kalutara,2025
5/19/2025,28.1,24.0,25.9,98,80,33.5,22.1,Kalutara,2025
5/20/2025,30.1,25.1,27.2,96,72,8.2,21.3,Kalutara,2025
5/21/2025,29.1,25.1,27.1,96,77,16.3,18.3,Kalutara,2025
5/22/2025,30.2,25.5,27.7,97,77,11.8,16.8,Kalutara,2025
5/23/2025,30.0,25.5,27.5,97,77,7.0,18.3,Kalutara,2025
5/24/2025,28.2,25.1,26.9,98,81,9.9,20.9,Kalutara,2025
5/25/2025,29.6,25.5,27.6,96,75,4.2,19.6,Kalutara,2025
5/26/2025,29.5,23.9,27.4,96,75,9.7,23.2,Kalutara,2025
5/27/2025,29.5,25.2,27.2,95,77,9.0,21.0,Kalutara,2025
5/28/2025,29.8,26.4,28.2,90,77,5.3,27.8,Kalutara,2025
5/29/2025,30.1,26.2,28.3,92,73,6.6,29.4,Kalutara,2025
5/30/2025,29.2,24.8,26.6,96,78,22.7,26.6,Kalutara,2025
5/31/2025,28.6,25.1,26.7,96,81,17.9,23.6,Kalutara,2025
6/1/2025,29.8,25.5,27.7,96,75,3.8,19.7,Kalutara,2025
6/2/2025,29.7,24.1,27.5,99,76,5.4,19.5,Kalutara,2025
6/3/2025,30.2,26.5,28.1,90,73,3.7,17.1,Kalutara,2025
6/4/2025,29.6,23.9,26.8,99,78,5.5,19.2,Kalutara,2025
6/5/2025,29.6,25.1,27.3,96,76,6.5,21.2,Kalutara,2025
6/6/2025,30.1,25.4,27.7,96,72,6.1,17.5,Kalutara,2025
6/7/2025,30.0,26.0,27.8,91,69,2.2,19.2,Kalutara,2025
6/8/2025,29.7,26.0,27.8,89,72,1.5,18.0,Kalutara,2025
6/9/2025,29.8,26.4,28.1,89,70,1.7,21.9,Kalutara,2025
6/10/2025,27.0,24.0,25.4,97,92,38.0,22.2,Kalutara,2025
6/11/2025,27.5,24.5,25.6,96,85,38.5,25.6,Kalutara,2025
6/12/2025,28.9,24.7,26.4,96,74,14.0,21.6,Kalutara,2025
6/13/2025,28.8,24.9,26.3,96,76,15.6,23.3,Kalutara,2025
6/14/2025,26.6,24.6,25.3,96,87,23.3,22.4,Kalutara,2025
6/15/2025,27.5,24.3,25.8,98,82,15.6,20.7,Kalutara,2025
6/16/2025,28.9,24.0,26.0,97,73,19.2,18.4,Kalutara,2025
6/17/2025,29.4,24.2,26.4,96,74,10.8,13.7,Kalutara,2025
6/18/2025,29.2,24.5,27.2,93,74,0.8,15.1,Kalutara,2025
6/19/2025,29.4,25.6,27.3,92,75,2.5,17.7,Kalutara,2025
6/20/2025,28.0,25.1,26.2,98,81,8.8,14.3,Kalutara,2025
6/21/2025,29.1,23.9,26.5,98,74,7.4,19.3,Kalutara,2025
6/22/2025,29.5,24.9,27.2,97,72,4.4,21.0,Kalutara,2025
6/23/2025,28.4,24.5,26.4,97,81,6.0,16.1,Kalutara,2025
6/24/2025,29.1,25.8,27.4,95,77,2.5,22.4,Kalutara,2025
6/25/2025,29.2,25.5,27.1,96,78,6.1,18.7,Kalutara,2025
6/26/2025,29.0,24.1,25.9,99,78,20.4,14.8,Kalutara,2025
6/27/2025,28.7,23.6,26.3,99,79,4.0,16.6,Kalutara,2025
6/28/2025,28.0,24.1,25.6,99,82,20.5,14.9,Kalutara,2025
6/29/2025,28.5,24.0,26.5,98,79,4.0,12.5,Kalutara,2025
6/30/2025,29.8,26.1,27.9,90,74,0.7,19.8,Kalutara,2025
7/1/2025,29.6,26.0,27.7,91,71,2.4,19.7,Kalutara,2025
7/2/2025,29.5,25.9,27.6,89,75,1.2,15.4,Kalutara,2025
7/3/2025,28.6,23.5,26.7,97,76,14.1,16.2,Kalutara,2025
7/4/2025,29.4,24.4,26.9,96,76,6.5,12.3,Kalutara,2025
7/5/2025,29.5,26.6,27.9,89,77,1.2,19.2,Kalutara,2025
7/6/2025,28.3,24.9,27.1,95,75,6.6,17.9,Kalutara,2025
7/7/2025,29.6,27.0,28.3,82,71,1.9,21.2,Kalutara,2025
7/8/2025,30.2,25.9,28.0,93,71,2.0,19.6,Kalutara,2025
7/9/2025,29.7,25.7,27.9,96,74,3.7,20.8,Kalutara,2025
7/10/2025,29.4,24.0,27.2,99,77,8.1,21.0,Kalutara,2025
7/11/2025,29.0,25.1,27.6,93,73,3.8,29.3,Kalutara,2025
7/12/2025,29.0,23.5,27.1,99,75,13.8,19.9,Kalutara,2025
7/13/2025,29.5,24.9,27.6,95,74,4.4,22.9,Kalutara,2025
7/14/2025,28.0,24.1,26.4,97,81,22.4,19.9,Kalutara,2025
7/15/2025,28.5,25.2,26.8,95,73,10.9,20.2,Kalutara,2025
7/16/2025,28.1,24.2,25.8,99,81,25.2,18.5,Kalutara,2025
7/17/2025,29.1,25.1,27.2,94,74,6.4,23.6,Kalutara,2025
7/18/2025,28.2,25.3,26.7,95,79,12.7,27.1,Kalutara,2025
7/19/2025,28.5,24.4,26.1,96,76,14.4,28.3,Kalutara,2025
7/20/2025,27.2,24.5,25.5,96,81,18.5,26.2,Kalutara,2025
7/21/2025,27.0,24.4,25.2,97,85,16.3,20.2,Kalutara,2025
7/22/2025,27.5,24.5,26.0,96,82,6.2,18.1,Kalutara,2025
7/23/2025,28.4,24.1,26.1,95,78,7.5,21.0,Kalutara,2025
7/24/2025,27.8,25.0,26.1,93,80,5.0,19.0,Kalutara,2025
7/25/2025,28.5,24.5,26.2,97,78,1.8,20.9,Kalutara,2025
7/26/2025,28.0,24.3,25.7,97,74,25.2,14.7,Kalutara,2025
7/27/2025,28.8,22.9,26.1,99,73,0.8,16.8,Kalutara,2025
7/28/2025,29.0,25.1,26.8,93,75,1.2,20.3,Kalutara,2025
7/29/2025,29.6,24.2,26.8,96,69,0.9,17.3,Kalutara,2025
7/30/2025,29.3,23.5,26.6,95,75,0.0,19.6,Kalutara,2025
7/31/2025,28.9,25.2,26.8,96,77,2.8,17.5,Kalutara,2025
8/1/2025,28.5,25.2,26.5,95,81,6.5,21.1,Kalutara,2025
8/2/2025,27.6,24.5,25.9,96,76,12.7,21.3,Kalutara,2025
8/3/2025,26.0,24.5,25.3,96,89,24.8,17.9,Kalutara,2025
8/4/2025,29.0,24.2,26.5,93,74,1.9,20.5,Kalutara,2025
8/5/2025,28.0,23.9,25.9,96,78,9.2,19.4,Kalutara,2025
8/6/2025,28.3,25.4,26.6,92,77,1.5,21.7,Kalutara,2025
8/7/2025,28.6,24.7,26.8,94,77,2.6,17.8,Kalutara,2025
8/8/2025,28.7,25.0,26.6,92,77,1.2,18.2,Kalutara,2025
8/9/2025,28.8,24.2,26.4,95,73,1.2,16.5,Kalutara,2025
8/10/2025,28.8,23.8,26.7,98,71,3.2,19.6,Kalutara,2025
8/11/2025,27.5,23.7,25.9,96,81,4.4,12.2,Kalutara,2025
8/12/2025,28.6,24.2,26.2,97,74,7.6,20.8,Kalutara,2025
8/13/2025,28.5,23.6,25.9,96,77,9.8,19.3,Kalutara,2025
8/14/2025,28.6,23.9,26.0,98,76,7.1,19.1,Kalutara,2025
8/15/2025,29.0,23.8,26.5,98,69,3.9,24.3,Kalutara,2025
8/16/2025,28.7,24.0,26.8,95,74,4.3,21.5,Kalutara,2025
8/17/2025,28.5,24.6,26.4,94,80,5.1,18.9,Kalutara,2025
8/18/2025,29.2,24.0,26.8,96,74,4.8,19.3,Kalutara,2025
8/19/2025,29.2,25.5,27.1,92,73,0.1,15.7,Kalutara,2025
8/20/2025,29.4,23.7,26.6,96,73,0.4,17.0,Kalutara,2025
8/21/2025,29.2,23.3,26.6,98,72,0.0,15.0,Kalutara,2025
8/22/2025,28.5,24.6,26.3,96,76,4.8,20.4,Kalutara,2025
8/23/2025,28.0,24.1,26.0,99,79,8.5,12.4,Kalutara,2025
8/24/2025,29.3,24.5,26.6,95,73,0.9,14.4,Kalutara,2025
8/25/2025,29.3,24.0,26.9,97,72,0.1,19.2,Kalutara,2025
8/26/2025,29.4,24.9,27.1,91,70,2.6,19.0,Kalutara,2025
8/27/2025,29.2,24.0,26.4,97,71,6.3,25.7,Kalutara,2025
8/28/2025,28.8,24.0,26.3,97,74,8.9,25.0,Kalutara,2025
8/29/2025,28.8,24.3,26.3,96,76,19.2,22.7,Kalutara,2025
8/30/2025,28.7,24.1,26.2,97,75,14.4,20.0,Kalutara,2025
8/31/2025,28.5,24.1,26.4,96,78,29.5,18.1,Kalutara,2025
9/1/2025,28.8,24.5,26.7,95,78,5.3,22.8,Kalutara,2025
9/2/2025,28.9,25.9,27.3,88,76,1.6,20.7,Kalutara,2025
9/3/2025,28.6,25.5,26.9,90,73,3.8,21.8,Kalutara,2025
9/4/2025,28.9,23.5,26.5,99,73,2.7,20.9,Kalutara,2025
9/5/2025,28.9,24.6,27.0,96,74,3.1,19.8,Kalutara,2025
9/6/2025,28.9,25.1,26.9,94,76,2.8,19.5,Kalutara,2025
9/7/2025,29.0,25.2,27.1,91,71,1.5,18.9,Kalutara,2025
9/8/2025,29.2,24.6,26.7,99,78,5.2,17.1,Kalutara,2025
9/9/2025,29.4,24.2,26.8,100,75,1.8,17.3,Kalutara,2025
9/10/2025,29.3,25.0,27.2,94,73,5.4,18.4,Kalutara,2025
9/11/2025,29.4,25.0,27.0,95,73,6.8,15.2,Kalutara,2025
9/12/2025,29.4,25.2,27.3,95,74,3.8,18.9,Kalutara,2025
9/13/2025,29.4,25.5,26.9,94,74,7.0,18.8,Kalutara,2025
9/14/2025,29.9,25.4,27.5,87,69,1.7,20.3,Kalutara,2025
9/15/2025,29.4,25.4,27.4,95,72,6.6,20.3,Kalutara,2025
9/16/2025,27.9,24.1,25.6,99,80,16.2,11.4,Kalutara,2025
9/17/2025,27.5,24.1,25.5,99,81,14.5,13.4,Kalutara,2025
9/18/2025,26.8,24.0,25.2,98,84,19.6,13.5,Kalutara,2025
9/19/2025,28.5,23.8,25.6,98,80,21.3,12.7,Kalutara,2025
9/20/2025,28.9,24.4,26.8,95,74,4.2,19.7,Kalutara,2025
9/21/2025,28.5,23.0,25.7,100,73,11.4,18.2,Kalutara,2025
9/22/2025,28.4,23.1,25.4,99,78,23.8,15.1,Kalutara,2025
9/23/2025,29.6,23.9,26.4,98,71,9.3,20.2,Kalutara,2025
9/24/2025,27.2,24.2,25.4,98,80,12.0,17.1,Kalutara,2025
9/25/2025,27.5,24.0,25.4,98,80,25.9,19.8,Kalutara,2025
9/26/2025,27.4,23.9,25.1,98,82,45.7,19.7,Kalutara,2025
9/27/2025,29.7,24.5,27.2,94,70,4.1,19.2,Kalutara,2025
9/28/2025,29.0,24.2,26.7,96,74,6.1,20.0,Kalutara,2025
9/29/2025,29.6,25.8,27.3,94,73,5.2,22.3,Kalutara,2025
9/30/2025,29.5,24.0,27.2,97,72,3.6,19.1,Kalutara,2025
10/1/2025,30.0,26.9,28.1,85,71,0.6,18.4,Kalutara,2025
10/2/2025,30.1,25.3,27.7,88,68,0.4,13.4,Kalutara,2025
10/3/2025,30.1,24.2,27.2,94,67,0.1,13.5,Kalutara,2025
10/4/2025,28.4,23.1,25.5,99,81,11.1,10.3,Kalutara,2025
10/5/2025,28.4,22.6,25.6,98,78,0.8,12.2,Kalutara,2025
10/6/2025,30.2,23.9,26.9,96,68,1.0,14.3,Kalutara,2025
10/7/2025,29.5,23.4,26.5,99,71,8.9,10.0,Kalutara,2025
10/8/2025,30.2,23.5,27.0,98,63,0.4,15.8,Kalutara,2025
10/9/2025,30.2,23.6,27.4,92,59,0.2,10.4,Kalutara,2025
10/10/2025,29.1,23.4,26.2,96,72,2.6,15.3,Kalutara,2025
10/11/2025,27.8,24.0,25.7,97,79,7.1,10.7,Kalutara,2025
10/12/2025,30.1,23.4,26.2,97,68,2.4,14.1,Kalutara,2025
10/13/2025,30.0,23.9,26.1,99,70,10.1,11.4,Kalutara,2025
10/14/2025,30.8,22.8,25.9,99,64,7.9,16.2,Kalutara,2025
10/15/2025,28.0,23.4,25.1,99,83,21.1,12.8,Kalutara,2025
10/16/2025,30.5,23.2,25.7,99,68,20.6,15.5,Kalutara,2025
10/17/2025,30.0,23.4,25.9,99,72,27.4,12.3,Kalutara,2025
10/18/2025,28.8,23.1,25.5,99,75,16.6,12.3,Kalutara,2025
10/19/2025,27.2,23.2,24.6,99,85,20.1,13.5,Kalutara,2025
10/20/2025,26.5,23.0,24.7,98,87,17.6,13.1,Kalutara,2025
10/21/2025,27.7,23.5,25.0,97,74,31.1,18.2,Kalutara,2025
10/22/2025,28.9,23.7,25.8,97,75,11.3,18.4,Kalutara,2025
10/23/2025,28.6,24.1,26.1,98,75,10.0,17.8,Kalutara,2025
10/24/2025,29.0,23.1,25.2,99,79,10.6,13.5,Kalutara,2025
10/25/2025,27.5,23.5,25.9,99,80,6.4,14.4,Kalutara,2025
10/26/2025,29.5,24.7,27.1,90,73,0.0,15.9,Kalutara,2025
10/27/2025,29.5,26.1,27.8,83,71,1.3,20.8,Kalutara,2025
10/28/2025,30.0,26.4,28.1,85,70,0.6,18.5,Kalutara,2025
10/29/2025,30.3,25.0,27.4,95,65,1.1,13.9,Kalutara,2025
10/30/2025,30.4,23.5,26.7,94,67,0.2,14.4,Kalutara,2025
10/31/2025,30.2,23.1,26.7,97,69,0.2,14.1,Kalutara,2025
11/1/2025,29.9,23.5,26.8,97,72,0.0,12.0,Kalutara,2025
11/2/2025,29.7,24.6,27.0,95,66,1.4,18.7,Kalutara,2025
11/3/2025,30.2,25.7,27.6,84,64,0.0,15.4,Kalutara,2025
11/4/2025,30.0,26.1,28.0,82,66,1.5,19.4,Kalutara,2025
11/5/2025,29.7,25.1,27.5,89,68,3.4,19.6,Kalutara,2025
11/6/2025,29.0,23.1,25.7,99,70,6.9,19.7,Kalutara,2025
11/7/2025,28.7,23.1,25.7,98,71,4.8,16.2,Kalutara,2025
11/8/2025,28.3,23.1,25.5,99,76,3.7,11.5,Kalutara,2025
11/9/2025,30.1,22.5,25.7,99,65,5.6,16.2,Kalutara,2025
11/10/2025,29.2,22.9,25.8,99,68,0.6,14.1,Kalutara,2025
11/11/2025,29.7,23.5,26.2,99,70,15.0,15.2,Kalutara,2025
11/12/2025,30.6,23.5,25.6,99,68,12.9,13.8,Kalutara,2025
11/13/2025,29.3,23.0,25.1,99,75,8.1,10.1,Kalutara,2025
11/14/2025,30.1,22.5,25.2,99,70,4.4,9.3,Kalutara,2025
11/15/2025,30.9,22.8,26.4,98,60,0.2,19.6,Kalutara,2025
11/16/2025,31.1,22.9,26.3,99,64,4.1,18.0,Kalutara,2025
11/17/2025,27.9,23.2,25.0,99,83,24.3,10.3,Kalutara,2025
11/18/2025,28.8,22.9,24.7,99,74,9.4,11.5,Kalutara,2025
11/19/2025,30.0,22.4,25.7,98,67,1.7,13.2,Kalutara,2025
11/20/2025,30.6,22.6,25.3,100,63,16.9,12.8,Kalutara,2025
11/21/2025,31.0,23.1,25.5,99,63,31.8,12.1,Kalutara,2025
11/22/2025,29.5,22.6,25.3,99,70,10.0,11.6,Kalutara,2025
